LCID	Locale	Mon Jan	Tue Feb	Wed Mar	Thu Apr	Fri May	Sat Jun	Sun Jul	Mon Aug	Tue Sep	Wed Oct	Thu Nov	Fri Dec
0x1100005E	am	ሰኞ,ሰኞ,ጃንዩወሪ,ጃንዩ,ጃ	ማክሰኞ,ማክሰ,ፌብሩወሪ,ፌብሩ,ፌ	ረቡዕ,ረቡዕ,ማርች,ማርች,ማ	ሐሙስ,ሐሙስ,ኤፕረል,ኤፕረ,ኤ	ዓርብ,ዓርብ,ሜይ,ሜይ,ሜ	ቅዳሜ,ቅዳሜ,ጁን,ጁን,ጁ	እሑድ,እሑድ,ጁላይ,ጁላይ,ጁ	ሰኞ,ሰኞ,ኦገስት,ኦገስ,ኦ	ማክሰኞ,ማክሰ,ሴፕቴምበር,ሴፕቴ,ሴ	ረቡዕ,ረቡዕ,ኦክተውበር,ኦክተ,ኦ	ሐሙስ,ሐሙስ,ኖቬምበር,ኖቬም,ኖ	ዓርብ,ዓርብ,ዲሴምበር,ዲሴም,ዲ
0x5F	tzm	Arime,Ari,Yenayer,Yen,Y	Aram,Ara,Furar,Fur,F	Ahad,Aha,Maghres,Mag,M	Amhadh,Amh,Yebrir,Yeb,Y	Sem,Sem,Mayu,May,M	Sedh,Sed,Yunyu,Yun,Y	Acer,Ace,Yulyu,Yul,Y	Arime,Ari,Ghuct,Ghu,G	Aram,Ara,Cutenber,Cut,C	Ahad,Aha,Ktuber,Ktu,K	Amhadh,Amh,Wambir,Wam,W	Sem,Sem,Dujanbir,Duj,D
0x60	ks	Monday,Mon,January,Jan,J	Tuesday,Tue,February,Feb,F	Wednesday,Wed,March,Mar,M	Thursday,Thu,April,Apr,A	Friday,Fri,May,May,M	Saturday,Sat,June,Jun,J	Sunday,Sun,July,Jul,J	Monday,Mon,August,Aug,A	Tuesday,Tue,September,Sep,S	Wednesday,Wed,October,Oct,O	Thursday,Thu,November,Nov,N	Friday,Fri,December,Dec,D
0x61	ne	सोमवार,सोम,जनवरी,जन,ज	मङ्गलवार,मङ्गल,फेब्रुअरी,फेब,फ	बुधवार,बुध,मार्च,मार्च,म	बिहीवार,बिही,अप्रिल,अप्रिल,अ	शुक्रवार,शुक्र,मे,मे,म	शनिवार,शनि,जून,जून,ज	आइतवार,आइत,जुलाई,जुलाई,ज	सोमवार,सोम,अगस्त,अग,अ	मङ्गलवार,मङ्गल,सेप्टेम्बर,सेप्ट,स	बुधवार,बुध,अक्टोबर,अक्ट,अ	बिहीवार,बिही,नोभेम्बर,नोभ,न	शुक्रवार,शुक्र,डिसेम्बर,डिस,ड
0x62	fy	Moandei,Mo,jannewaris,jann,j	Tiisdei,Ti,febrewaris,febr,f	Woansdei,Wo,maart,mrt,m	Tongersdei,To,april,apr,a	Freed,Fr,maaie,maaie,m	Sneon,Sn,juny,jun,j	Snein,Sn,july,jul,j	Moandei,Mo,augustus,aug,a	Tiisdei,Ti,septimber,sept,s	Woansdei,Wo,oktober,okt,o	Tongersdei,To,novimber,nov,n	Freed,Fr,desimber,des,d
0x63	ps	دوشنبه,دوشنبه,سلواغه,سلواغه,س	سه‌شنبه,سه‌شنبه,كب,كب,ك	چارشنبه,چارشنبه,ورى,ورى,و	پنجشنبه,پنجشنبه,غويى,غويى,غ	جمعه,جمعه,غبرګولى,غبرګولى,غ	شنبه,شنبه,چنګا ښزمرى,چنګا ښ,چ	یکشنبه,یکشنبه,زمرى,زمرى,ز	دوشنبه,دوشنبه,وږى,وږى,و	سه‌شنبه,سه‌شنبه,تله,تله,ت	چارشنبه,چارشنبه,لړم,لړم,ل	پنجشنبه,پنجشنبه,لنڈ ۍ,لنڈ ۍ,ل	جمعه,جمعه,مرغومى,مرغومى,م
0x64	fil	Lunes,Lun,Enero,En,E	Martes,Mar,Pebrero,Peb,P	Mierkoles,Mier,Marso,Mar,M	Huebes,Hueb,Abril,Abr,A	Biernes,Bier,Mayo,Mayo,M	Sabado,Saba,Hunyo,Hun,H	Linggo,Lin,Hulyo,Hul,H	Lunes,Lun,Agosto,Agos,A	Martes,Mar,Septyembre,Sept,S	Mierkoles,Mier,Oktubre,Okt,O	Huebes,Hueb,Nobyembre,Nob,N	Biernes,Bier,Disyembre,Dis,D
0x65	dv	ހޯމަ,ހޯމަ,ޖަނަވަރީ,ޖަނަވަރީ,ޖ	އަންގާރަ,އަންގާރަ,ފެބްރުއަރީ,ފެބްރުއަރީ,ފ	ބުދަ,ބުދަ,މާޗް,މާޗް,މ	ބުރާސްފަތި,ބުރާސްފަތި,އޭޕްރިލް,އޭޕްރިލް,އ	ހުކުރު,ހުކުރު,މެއި,މެއި,މ	ހޮނިހިރު,ހޮނިހިރު,ޖޫން,ޖޫން,ޖ	އާދީއްތަ,އާދީއްތަ,ޖުލައި,ޖުލައި,ޖ	ހޯމަ,ހޯމަ,އޯގަސްޓް,އޯގަސްޓް,އ	އަންގާރަ,އަންގާރަ,ސެޕްޓެމްބަރ,ސެޕްޓެމްބަރ,ސ	ބުދަ,ބުދަ,އޮކްޓޯބަރ,އޮކްޓޯބަރ,އ	ބުރާސްފަތި,ބުރާސްފަތި,ނޮވެމްބަރ,ނޮވެމްބަރ,ނ	ހުކުރު,ހުކުރު,ޑިސެމްބަރ,ޑިސެމްބަރ,ޑ
0x67	ff	Monday,Mon,January,Jan,J	Tuesday,Tue,February,Feb,F	Wednesday,Wed,March,Mar,M	Thursday,Thu,April,Apr,A	Friday,Fri,May,May,M	Saturday,Sat,June,Jun,J	Sunday,Sun,July,Jul,J	Monday,Mon,August,Aug,A	Tuesday,Tue,September,Sep,S	Wednesday,Wed,October,Oct,O	Thursday,Thu,November,Nov,N	Friday,Fri,December,Dec,D
0x68	ha	Litinin,Lit,Januwaru,Jan,J	Talata,Tal,Febreru,Feb,F	Laraba,Lar,Maris,Mar,M	Alhamis,Alh,Afrilu,Afr,A	Juma'a,Jum,Mayu,May,M	Asabar,Asa,Yuni,Yun,Y	Lahadi,Lah,Yuli,Yul,Y	Litinin,Lit,Agusta,Agu,A	Talata,Tal,Satumba,Sat,S	Laraba,Lar,Oktocba,Okt,O	Alhamis,Alh,Nuwamba,Nuw,N	Juma'a,Jum,Disamba,Dis,D
0x6A	yo	Aje,Aje,Osu kinni,kin.,O	Isegun,Ise,Osu keji,kej.,O	Ojo'ru,Ojo,Osu keta,ket.,O	Ojo'bo,Ojo,Osu kerin,ker.,O	Eti,Eti,Osu karun,kar.,O	Abameta,Aba,Osu kefa,kef.,O	Aiku,Aik,Osu keje,kej.,O	Aje,Aje,Osu kejo,kej.,O	Isegun,Ise,Osu kesan,kes.,O	Ojo'ru,Ojo,Osu kewa,kew.,O	Ojo'bo,Ojo,Osu kokanla,kok.,O	Eti,Eti,Osu keresi,ker.,O
0x6B	quz	killachaw,kil,Qulla puquy,Qul,Q	atipachaw,ati,Hatun puquy,Hat,H	quyllurchaw,quy,Pauqar waray,Pau,P	Ch' askachaw,Ch',ayriwa,ayr,a	Illapachaw,Ill,Aymuray,Aym,A	k'uychichaw,k'u,Inti raymi,Int,I	intichaw,int,Anta Sitwa,Ant,A	killachaw,kil,Qhapaq Sitwa,Qha,Q	atipachaw,ati,Uma raymi,Uma,U	quyllurchaw,quy,Kantaray,Kan,K	Ch' askachaw,Ch',Ayamarq'a,Aya,A	Illapachaw,Ill,Kapaq Raymi,Kap,K
0x6C	nso	Mošupologo,Moš,Pherekgong,Pher,P	Labobedi,Lbb,Hlakola,Hlak,H	Laboraro,Lbr,Mopitlo,Mop,M	Labone,Lbn,Moranang,Mor,M	Labohlano,Lbh,Mosegamanye,Mos,M	Mokibelo,Mok,Ngoatobošego,Ngwat,N	Lamorena,Lam,Phuphu,Phup,P	Mošupologo,Moš,Phato,Phat,P	Labobedi,Lbb,Lewedi,Lew,L	Laboraro,Lbr,Diphalana,Dip,D	Labone,Lbn,Dibatsela,Dib,D	Labohlano,Lbh,Manthole,Man,M
0x6D	ba	Дүшәмбе,Дш,ғинуар,ғин,ғ	Шишәмбе,Шш,февраль,фев,ф	Шаршамбы,Шр,март,мар,м	Кесаҙна,Кс,апрель,апр,а	Йома,Йм,май,май,м	Шәмбе,Шб,июнь,июн,и	Йәкшәмбе,Йш,июль,июл,и	Дүшәмбе,Дш,август,авг,а	Шишәмбе,Шш,сентябрь,сен,с	Шаршамбы,Шр,октябрь,окт,о	Кесаҙна,Кс,ноябрь,ноя,н	Йома,Йм,декабрь,дек,д
0x6E	lb	Méindeg,Méi,Januar,Jan,J	Dënschdeg,Dën,Februar,Feb,F	Mëttwoch,Mët,Mäerz,Mäe,M	Donneschdeg,Don,Abrëll,Abr,A	Freideg,Fre,Mee,Mee,M	Samschdeg,Sam,Juni,Jun,J	Sonndeg,Son,Juli,Jul,J	Méindeg,Méi,August,Aug,A	Dënschdeg,Dën,September,Sep,S	Mëttwoch,Mët,Oktober,Okt,O	Donneschdeg,Don,November,Nov,N	Freideg,Fre,Dezember,Dez,D
0x6F	kl	ataasinngorneq,ata,januari,jan,j	marlunngorneq,mar,februari,feb,f	pingasunngorneq,ping,martsi,mar,m	sisamanngorneq,sis,apriili,apr,a	tallimanngorneq,tal,maaji,mai,m	arfininngorneq,arf,juni,jun,j	sapaat,sap,juli,jul,j	ataasinngorneq,ata,aggusti,aug,a	marlunngorneq,mar,septembari,sep,s	pingasunngorneq,ping,oktobari,okt,o	sisamanngorneq,sis,novembari,nov,n	tallimanngorneq,tal,decembari,dec,d
0x70	ig	Aje,Aje,Onwa mbu,mbu.,O	Isegun,Ise,Onwa ibua,ibu.,O	Ojo'ru,Ojo,Onwa ato,ato.,O	Ojo'bo,Ojo,Onwa ano,ano.,O	Eti,Eti,Onwa ise,ise,O	Abameta,Aba,Onwa isi,isi,O	Aiku,Aik,Onwa asa,asa,O	Aje,Aje,Onwa asato,asa.,O	Isegun,Ise,Onwa itolu,ito.,O	Ojo'ru,Ojo,Onwa iri,iri.,O	Ojo'bo,Ojo,Onwa iri n'ofu,n'of.,O	Eti,Eti,Onwa iri n'ibua,n'ib.,O
0x72	om	Monday,Mon,January,Jan,J	Tuesday,Tue,February,Feb,F	Wednesday,Wed,March,Mar,M	Thursday,Thu,April,Apr,A	Friday,Fri,May,May,M	Saturday,Sat,June,Jun,J	Sunday,Sun,July,Jul,J	Monday,Mon,August,Aug,A	Tuesday,Tue,September,Sep,S	Wednesday,Wed,October,Oct,O	Thursday,Thu,November,Nov,N	Friday,Fri,December,Dec,D
0x73	ti	Monday,Mon,January,Jan,J	Tuesday,Tue,February,Feb,F	Wednesday,Wed,March,Mar,M	Thursday,Thu,April,Apr,A	Friday,Fri,May,May,M	Saturday,Sat,June,Jun,J	Sunday,Sun,July,Jul,J	Monday,Mon,August,Aug,A	Tuesday,Tue,September,Sep,S	Wednesday,Wed,October,Oct,O	Thursday,Thu,November,Nov,N	Friday,Fri,December,Dec,D
0x74	gn	Monday,Mon,January,Jan,J	Tuesday,Tue,February,Feb,F	Wednesday,Wed,March,Mar,M	Thursday,Thu,April,Apr,A	Friday,Fri,May,May,M	Saturday,Sat,June,Jun,J	Sunday,Sun,July,Jul,J	Monday,Mon,August,Aug,A	Tuesday,Tue,September,Sep,S	Wednesday,Wed,October,Oct,O	Thursday,Thu,November,Nov,N	Friday,Fri,December,Dec,D
0x75	haw	Monday,Mon,January,Jan,J	Tuesday,Tue,February,Feb,F	Wednesday,Wed,March,Mar,M	Thursday,Thu,April,Apr,A	Friday,Fri,May,May,M	Saturday,Sat,June,Jun,J	Sunday,Sun,July,Jul,J	Monday,Mon,August,Aug,A	Tuesday,Tue,September,Sep,S	Wednesday,Wed,October,Oct,O	Thursday,Thu,November,Nov,N	Friday,Fri,December,Dec,D
0x78	ii	ꆏꊂ꒔,ꆏ꒔,ꋍꆪ,ꋍꆪ,ꋍ	ꆏꊂꑍ,ꆏꑍ,ꑍꆪ,ꑍꆪ,ꑍ	ꆏꊂꌕ,ꆏꌕ,ꌕꆪ,ꌕꆪ,ꌕ	ꆏꊂꇖ,ꆏꇖ,ꇖꆪ,ꇖꆪ,ꇖ	ꆏꊂꉬ,ꆏꉬ,ꉬꆪ,ꉬꆪ,ꉬ	ꆏꊂꃘ,ꆏꃘ,ꃘꆪ,ꃘꆪ,ꃘ	ꑭꆏꑍ,ꑭꆏ,ꏃꆪ,ꏃꆪ,ꏃ	ꆏꊂ꒔,ꆏ꒔,ꉆꆪ,ꉆꆪ,ꉆ	ꆏꊂꑍ,ꆏꑍ,ꈬꆪ,ꈬꆪ,ꈬ	ꆏꊂꌕ,ꆏꌕ,ꊰꆪ,ꊰꆪ,ꊰ	ꆏꊂꇖ,ꆏꇖ,ꊯꊪꆪ,ꊯꊪꆪ,ꊯ	ꆏꊂꉬ,ꆏꉬ,ꊰꑋꆪ,ꊰꑋꆪ,ꊰ
0x7A	arn	lunes,lun,enero,ene,e	martes,mar,febrero,feb,f	miércoles,mié,marzo,mar,m	jueves,jue,abril,abr,a	viernes,vie,mayo,may,m	sábado,sáb,junio,jun,j	domingo,dom,julio,jul,j	lunes,lun,agosto,ago,a	martes,mar,septiembre,sep,s	miércoles,mié,octubre,oct,o	jueves,jue,noviembre,nov,n	viernes,vie,diciembre,dic,d
0x7C	moh	Awentataón'ke,Mon,Tsothohrkó:Wa,Jan,T	Ratironhia'kehronòn:ke,Tue,Enniska,Feb,E	Soséhne,Wed,Enniskó:Wa,Mar,E	Okaristiiáhne,Thu,Onerahtókha,Apr,O	Ronwaia'tanentaktonhne,Fri,Onerahtohkó:Wa,May,O	Entákta,Sat,Ohiari:Ha,Jun,O	Awentatokentì:ke,Sun,Ohiarihkó:Wa,Jul,O	Awentataón'ke,Mon,Seskéha,Aug,S	Ratironhia'kehronòn:ke,Tue,Seskehkó:Wa,Sep,S	Soséhne,Wed,Kenténha,Oct,K	Okaristiiáhne,Thu,Kentenhkó:Wa,Nov,K	Ronwaia'tanentaktonhne,Fri,Tsothóhrha,Dec,T
0x7E	br	Lun,Lun,Genver,Gen.,G	Meurzh,Meu.,C'hwevrer,C'hwe.,C	Merc'her,Mer.,Meurzh,Meur.,M	Yaou,Yaou,Ebrel,Ebr.,E	Gwener,Gwe.,Mae,Mae,M	Sadorn,Sad.,Mezheven,Mezh.,M	Sul,Sul,Gouere,Goue.,G	Lun,Lun,Eost,Eost,E	Meurzh,Meu.,Gwengolo,Gwen.,G	Merc'her,Mer.,Here,Here,H	Yaou,Yaou,Du,Du,D	Gwener,Gwe.,Kerzu,Kzu,K
0x80	ug	دۈشەنبە,دۈ,1-ئاي,1-ئاي,1	سەيشەنبە,سە,2-ئاي,2-ئاي,2	چارشەنبە,چا,3-ئاي,3-ئاي,3	پەيشەنبە,پە,4-ئاي,4-ئاي,4	جۈمە,جۈ,5-ئاي,5-ئاي,5	شەنبە,شە,6-ئاي,6-ئاي,6	يەكشەنبە,يە,7-ئاي,7-ئاي,7	دۈشەنبە,دۈ,8-ئاي,8-ئاي,8	سەيشەنبە,سە,9-ئاي,9-ئاي,9	چارشەنبە,چا,10-ئاي,10-ئاي,1	پەيشەنبە,پە,11-ئاي,11-ئاي,1	جۈمە,جۈ,12-ئاي,12-ئاي,1
0x81	mi	Rāhina,Hi,Kohi-tātea,Kohi,K	Rātū,Tū,Hui-tanguru,Hui,H	Rāapa,Apa,Poutū-te-rangi,Pou,P	Rāpare,Pa,Paenga-whāwhā,Pae,P	Rāmere,Me,Haratua,Hara,H	Rāhoroi,Ho,Pipiri,Pipi,P	Rātapu,Ta,Hōngongoi,Hōngo,H	Rāhina,Hi,Here-turi-kōkā,Here,H	Rātū,Tū,Mahuru,Mahu,M	Rāapa,Apa,Whiringa-ā-nuku,Nuku,W	Rāpare,Pa,Whiringa-ā-rangi,Rangi,W	Rāmere,Me,Hakihea,Haki,H
0x82	oc	diluns,lun.,genier,gen.,g	dimars,mar.,febrier,feb.,f	dimècres,mèc.,març,mar.,m	dijòus,jòu.,abril,abr.,a	divendres,ven.,mai,mai.,m	dissabte,sab.,junh,jun.,j	dimenge,dim.,julh,jul.,j	diluns,lun.,agost,ag.,a	dimars,mar.,setembre,set.,s	dimècres,mèc.,octobre,oct.,o	dijòus,jòu.,novembre,nov.,n	divendres,ven.,desembre,des.,d
0x83	co	luni,lun.,ghjennaghju,ghje,g	marti,mar.,ferraghju,ferr,f	mercuri,mer.,marzu,marz,m	ghjovi,ghj.,aprile,apri,a	venderi,ven.,maghju,magh,m	sabbatu,sab.,ghjunghju,ghju,g	dumenica,dum.,lugliu,lugl,l	luni,lun.,aostu,aost,a	marti,mar.,settembre,sett,s	mercuri,mer.,ottobre,otto,o	ghjovi,ghj.,nuvembre,nuve,n	venderi,ven.,dicembre,dice,d
0x84	gsw	Mondàà,Mo.,Jänner,Jän.,J	Dienschdàà,Di.,Feverje,Fev.,F	Mittwuch,Mi.,März,März,M	Dunnerschdàà,Du.,Àpril,Apr.,À	Fridàà,Fr.,Mai,Mai,M	Sàmschdàà,Sà.,Jüni,Jüni,J	Sundàà,Su.,Jüli,Jüli,J	Mondàà,Mo.,Augscht,Aug.,A	Dienschdàà,Di.,September,Sept.,S	Mittwuch,Mi.,Oktower,Okt.,O	Dunnerschdàà,Du.,Nowember,Now.,N	Fridàà,Fr.,Dezember,Dez.,D
0x85	sah	бэнидиэнньик,Бн,Тохсунньу,тхс,Т	оптуорунньук,Оп,Олунньу,олн,О	сэрэдэ,Ср,Кулун тутар,кул,К	чэппиэр,Чп,Муус устар,мст,М	бээтинсэ,Бт,Ыам ыйа,ыам,Ы	субуота,Сб,Бэс ыйа,бэс,Б	баскыһыанньа,Бс,От ыйа,отй,О	бэнидиэнньик,Бн,Атырдьах ыйа,атр,А	оптуорунньук,Оп,Балаҕан ыйа,блҕ,Б	сэрэдэ,Ср,Алтынньы,алт,А	чэппиэр,Чп,Сэтинньи,стн,С	бээтинсэ,Бт,Ахсынньы,ахс,А
0x86	qut	kaq'ij,kaq,nab'e ik',nab'e,n	oxq'ij,oxq,ukab' ik',ukab,u	kajq'ij,kajq,rox ik',rox,r	joq'ij,joq,ukaj ik',ukaj,u	waqq'ij,waqq,uro' ik',uro,u	wuqq'ij,wuqq,uwaq ik',uwaq,u	juq'ij,juq,uwuq ik',uwuq,u	kaq'ij,kaq,uwajxaq ik',uwajxaq,u	oxq'ij,oxq,ub'elej ik',ub'elej,u	kajq'ij,kajq,ulaj ik',ulaj,u	joq'ij,joq,ujulaj ik',ujulaj,u	waqq'ij,waqq,ukab'laj ik',ukab'laj,u
0x87	rw	Ku wa kabiri,kab.,Mutarama,Mut,M	Ku wa gatatu,gat.,Gashyantare,Gas,G	Ku wa kane,kan.,Werurwe,Wer,W	Ku wa gatanu,gat.,Mata,Mat,M	Ku wa gatandatu,gat.,Gicurasi,Gic,G	Ku cyumweru,cyu.,Kamena,Kam,K	Ku wa mbere,mbe.,Nyakanga,Nya,N	Ku wa kabiri,kab.,Kanama,Kan,K	Ku wa gatatu,gat.,Nzeli,Nze,N	Ku wa kane,kan.,Ukwakira,Ukwa,U	Ku wa gatanu,gat.,Ugushyingo,Ugu,U	Ku wa gatandatu,gat.,Ukuboza,Uku,U
0x88	wo	lundi,lun.,janvier,janv.,j	mardi,mar.,février,févr.,f	mercredi,mer.,mars,mars,m	jeudi,jeu.,avril,avr.,a	vendredi,ven.,mai,mai,m	samedi,sam.,juin,juin,j	dimanche,dim.,juillet,juil.,j	lundi,lun.,août,août,a	mardi,mar.,septembre,sept.,s	mercredi,mer.,octobre,oct.,o	jeudi,jeu.,novembre,nov.,n	vendredi,ven.,décembre,déc.,d
0x8C	prs	دوشنبه,دوشنبه,سلواغه,سلواغه,س	سه‌شنبه,سه‌شنبه,كب,كب,ك	چهارشنبه,چهارشنبه,ورى,ورى,و	پنجشنبه,پنجشنبه,غويى,غويى,غ	جمعه,جمعه,غبرګولى,غبرګولى,غ	شنبه,شنبه,چنګاښ,چنګاښ,چ	یکشنبه,یکشنبه,زمرى,زمرى,ز	دوشنبه,دوشنبه,وږى,وږى,و	سه‌شنبه,سه‌شنبه,تله,تله,ت	چهارشنبه,چهارشنبه,لړم,لړم,ل	پنجشنبه,پنجشنبه,ليندۍ,ليندۍ,ل	جمعه,جمعه,مرغومى,مرغومى,م
0x91	gd	Diluain,Lua,Am Faoilleach,Fao,A	Dimàirt,Mài,An Gearran,Gea,A	Diciadain,Cia,Am Màrt,Màr,A	Diardaoin,Ard,An Giblean,Gib,A	Dihaoine,Hao,An Cèitean,Cèi,A	Disathairne,Sat,An t-Ògmhios,Ògm,A	Didòmhnaich,Dòm,An t-Iuchar,Iuc,A	Diluain,Lua,An Lùnastal,Lùn,A	Dimàirt,Mài,An t-Sultain,Sul,A	Diciadain,Cia,An Dàmhair,Dàm,A	Diardaoin,Ard,An t-Samhain,Sam,A	Dihaoine,Hao,An Dùbhlachd,Dùb,A
0x92	ku	Monday,Mon,January,Jan,J	Tuesday,Tue,February,Feb,F	Wednesday,Wed,March,Mar,M	Thursday,Thu,April,Apr,A	Friday,Fri,May,May,M	Saturday,Sat,June,Jun,J	Sunday,Sun,July,Jul,J	Monday,Mon,August,Aug,A	Tuesday,Tue,September,Sep,S	Wednesday,Wed,October,Oct,O	Thursday,Thu,November,Nov,N	Friday,Fri,December,Dec,D
0x401	ar-SA	Monday,Mon,January,Jan,J	Tuesday,Tue,February,Feb,F	Wednesday,Wed,March,Mar,M	Thursday,Thu,April,Apr,A	Friday,Fri,May,May,M	Saturday,Sat,June,Jun,J	Sunday,Sun,July,Jul,J	Monday,Mon,August,Aug,A	Tuesday,Tue,September,Sep,S	Wednesday,Wed,October,Oct,O	Thursday,Thu,November,Nov,N	Friday,Fri,December,Dec,D
0x402	bg-BG	понеделник,пон,януари,ян,я	вторник,вт,февруари,февр,ф	сряда,ср,март,март,м	четвъртък,четв,април,апр,а	петък,пет,май,май,м	събота,съб,юни,юни,ю	неделя,нед,юли,юли,ю	понеделник,пон,август,авг,а	вторник,вт,септември,септ,с	сряда,ср,октомври,окт,о	четвъртък,четв,ноември,ноември,н	петък,пет,декември,дек,д
0x403	ca-ES	dilluns,dl.,gener,gen,g	dimarts,dt.,febrer,feb,f	dimecres,dc.,març,març,m	dijous,dj.,abril,abr,a	divendres,dv.,maig,maig,m	dissabte,ds.,juny,juny,j	diumenge,dg.,juliol,jul,j	dilluns,dl.,agost,ag,a	dimarts,dt.,setembre,set,s	dimecres,dc.,octubre,oct,o	dijous,dj.,novembre,nov,n	divendres,dv.,desembre,des,d
0x18000404	zh-TW	星期一,週一,一月,一月,一	星期二,週二,二月,二月,二	星期三,週三,三月,三月,三	星期四,週四,四月,四月,四	星期五,週五,五月,五月,五	星期六,週六,六月,六月,六	星期日,週日,七月,七月,七	星期一,週一,八月,八月,八	星期二,週二,九月,九月,九	星期三,週三,十月,十月,十	星期四,週四,十一月,十一月,十	星期五,週五,十二月,十二月,十
0x405	cs-CZ	pondělí,po,leden,1,l	úterý,út,únor,2,ú	středa,st,březen,3,b	čtvrtek,čt,duben,4,d	pátek,pá,květen,5,k	sobota,so,červen,6,č	neděle,ne,červenec,7,č	pondělí,po,srpen,8,s	úterý,út,září,9,z	středa,st,říjen,10,ř	čtvrtek,čt,listopad,11,l	pátek,pá,prosinec,12,p
0x406	da-DK	mandag,ma,januar,jan,j	tirsdag,ti,februar,feb,f	onsdag,on,marts,mar,m	torsdag,to,april,apr,a	fredag,fr,maj,maj,m	lørdag,lø,juni,jun,j	søndag,sø,juli,jul,j	mandag,ma,august,aug,a	tirsdag,ti,september,sep,s	onsdag,on,oktober,okt,o	torsdag,to,november,nov,n	fredag,fr,december,dec,d
0x407	de-DE	Montag,Mo,Januar,Jan,J	Dienstag,Di,Februar,Feb,F	Mittwoch,Mi,März,Mrz,M	Donnerstag,Do,April,Apr,A	Freitag,Fr,Mai,Mai,M	Samstag,Sa,Juni,Jun,J	Sonntag,So,Juli,Jul,J	Montag,Mo,August,Aug,A	Dienstag,Di,September,Sep,S	Mittwoch,Mi,Oktober,Okt,O	Donnerstag,Do,November,Nov,N	Freitag,Fr,Dezember,Dez,D
0x408	el-GR	Δευτέρα,Δευ,Ιανουάριος,Ιαν,Ι	Τρίτη,Τρι,Φεβρουάριος,Φεβ,Φ	Τετάρτη,Τετ,Μάρτιος,Μαρ,Μ	Πέμπτη,Πεμ,Απρίλιος,Απρ,Α	Παρασκευή,Παρ,Μάιος,Μαϊ,Μ	Σάββατο,Σαβ,Ιούνιος,Ιουν,Ι	Κυριακή,Κυρ,Ιούλιος,Ιουλ,Ι	Δευτέρα,Δευ,Αύγουστος,Αυγ,Α	Τρίτη,Τρι,Σεπτέμβριος,Σεπ,Σ	Τετάρτη,Τετ,Οκτώβριος,Οκτ,Ο	Πέμπτη,Πεμ,Νοέμβριος,Νοε,Ν	Παρασκευή,Παρ,Δεκέμβριος,Δεκ,Δ
0x409	en-US	Monday,Mon,January,Jan,J	Tuesday,Tue,February,Feb,F	Wednesday,Wed,March,Mar,M	Thursday,Thu,April,Apr,A	Friday,Fri,May,May,M	Saturday,Sat,June,Jun,J	Sunday,Sun,July,Jul,J	Monday,Mon,August,Aug,A	Tuesday,Tue,September,Sep,S	Wednesday,Wed,October,Oct,O	Thursday,Thu,November,Nov,N	Friday,Fri,December,Dec,D
0x40A	es-ES_tradnl	lunes,lun,enero,ene,e	martes,mar,febrero,feb,f	miércoles,mié,marzo,mar,m	jueves,jue,abril,abr,a	viernes,vie,mayo,may,m	sábado,sáb,junio,jun,j	domingo,dom,julio,jul,j	lunes,lun,agosto,ago,a	martes,mar,septiembre,sep,s	miércoles,mié,octubre,oct,o	jueves,jue,noviembre,nov,n	viernes,vie,diciembre,dic,d
0x40B	fi-FI	maanantai,ma,tammikuu,tammi,t	tiistai,ti,helmikuu,helmi,h	keskiviikko,ke,maaliskuu,maalis,m	torstai,to,huhtikuu,huhti,h	perjantai,pe,toukokuu,touko,t	lauantai,la,kesäkuu,kesä,k	sunnuntai,su,heinäkuu,heinä,h	maanantai,ma,elokuu,elo,e	tiistai,ti,syyskuu,syys,s	keskiviikko,ke,lokakuu,loka,l	torstai,to,marraskuu,marras,m	perjantai,pe,joulukuu,joulu,j
0x40C	fr-FR	lundi,lun.,janvier,janv.,j	mardi,mar.,février,févr.,f	mercredi,mer.,mars,mars,m	jeudi,jeu.,avril,avr.,a	vendredi,ven.,mai,mai,m	samedi,sam.,juin,juin,j	dimanche,dim.,juillet,juil.,j	lundi,lun.,août,août,a	mardi,mar.,septembre,sept.,s	mercredi,mer.,octobre,oct.,o	jeudi,jeu.,novembre,nov.,n	vendredi,ven.,décembre,déc.,d
0x40D	he-IL	יום שני,יום ב,ינואר,ינו,י	יום שלישי,יום ג,פברואר,פבר,פ	יום רביעי,יום ד,מרץ,מרץ,מ	יום חמישי,יום ה,אפריל,אפר,א	יום שישי,יום ו,מאי,מאי,מ	שבת,שבת,יוני,יונ,י	יום ראשון,יום א,יולי,יול,י	יום שני,יום ב,אוגוסט,אוג,א	יום שלישי,יום ג,ספטמבר,ספט,ס	יום רביעי,יום ד,אוקטובר,אוק,א	יום חמישי,יום ה,נובמבר,נוב,נ	יום שישי,יום ו,דצמבר,דצמ,ד
0x40E	hu-HU	hétfő,H,január,jan.,j	kedd,K,február,febr.,f	szerda,Sze,március,márc.,m	csütörtök,Cs,április,ápr.,á	péntek,P,május,máj.,m	szombat,Szo,június,jún.,j	vasárnap,V,július,júl.,j	hétfő,H,augusztus,aug.,a	kedd,K,szeptember,szept.,s	szerda,Sze,október,okt.,o	csütörtök,Cs,november,nov.,n	péntek,P,december,dec.,d
