LCID	Locale	Mon Jan	Tue Feb	Wed Mar	Thu Apr	Fri May	Sat Jun	Sun Jul	Mon Aug	Tue Sep	Wed Oct	Thu Nov	Fri Dec
0x340A	es-CL	lunes,lun,enero,ene,e	martes,mar,febrero,feb,f	miércoles,mié,marzo,mar,m	jueves,jue,abril,abr,a	viernes,vie,mayo,may,m	sábado,sáb,junio,jun,j	domingo,dom,julio,jul,j	lunes,lun,agosto,ago,a	martes,mar,septiembre,sep,s	miércoles,mié,octubre,oct,o	jueves,jue,noviembre,nov,n	viernes,vie,diciembre,dic,d
0x340C	fr-ML	lundi,lun.,janvier,janv.,j	mardi,mar.,février,févr.,f	mercredi,mer.,mars,mars,m	jeudi,jeu.,avril,avr.,a	vendredi,ven.,mai,mai,m	samedi,sam.,juin,juin,j	dimanche,dim.,juillet,juil.,j	lundi,lun.,août,août,a	mardi,mar.,septembre,sept.,s	mercredi,mer.,octobre,oct.,o	jeudi,jeu.,novembre,nov.,n	vendredi,ven.,décembre,déc.,d
0x3801	ar-AE	Monday,Mon,January,Jan,J	Tuesday,Tue,February,Feb,F	Wednesday,Wed,March,Mar,M	Thursday,Thu,April,Apr,A	Friday,Fri,May,May,M	Saturday,Sat,June,Jun,J	Sunday,Sun,July,Jul,J	Monday,Mon,August,Aug,A	Tuesday,Tue,September,Sep,S	Wednesday,Wed,October,Oct,O	Thursday,Thu,November,Nov,N	Friday,Fri,December,Dec,D
0x380A	es-UY	lunes,lun,enero,ene,e	martes,mar,febrero,feb,f	miércoles,mié,marzo,mar,m	jueves,jue,abril,abr,a	viernes,vie,mayo,may,m	sábado,sáb,junio,jun,j	domingo,dom,julio,jul,j	lunes,lun,agosto,ago,a	martes,mar,septiembre,sep,s	miércoles,mié,octubre,oct,o	jueves,jue,noviembre,nov,n	viernes,vie,diciembre,dic,d
0x380C	fr-MA	lundi,lun.,janvier,janv.,j	mardi,mar.,février,févr.,f	mercredi,mer.,mars,mars,m	jeudi,jeu.,avril,avr.,a	vendredi,ven.,mai,mai,m	samedi,sam.,juin,juin,j	dimanche,dim.,juillet,juil.,j	lundi,lun.,août,août,a	mardi,mar.,septembre,sept.,s	mercredi,mer.,octobre,oct.,o	jeudi,jeu.,novembre,nov.,n	vendredi,ven.,décembre,déc.,d
0x3C01	ar-BH	Monday,Mon,January,Jan,J	Tuesday,Tue,February,Feb,F	Wednesday,Wed,March,Mar,M	Thursday,Thu,April,Apr,A	Friday,Fri,May,May,M	Saturday,Sat,June,Jun,J	Sunday,Sun,July,Jul,J	Monday,Mon,August,Aug,A	Tuesday,Tue,September,Sep,S	Wednesday,Wed,October,Oct,O	Thursday,Thu,November,Nov,N	Friday,Fri,December,Dec,D
0x3C09	en-HK	Monday,Mon,January,Jan,J	Tuesday,Tue,February,Feb,F	Wednesday,Wed,March,Mar,M	Thursday,Thu,April,Apr,A	Friday,Fri,May,May,M	Saturday,Sat,June,Jun,J	Sunday,Sun,July,Jul,J	Monday,Mon,August,Aug,A	Tuesday,Tue,September,Sep,S	Wednesday,Wed,October,Oct,O	Thursday,Thu,November,Nov,N	Friday,Fri,December,Dec,D
0x3C0A	es-PY	lunes,lun,enero,ene,e	martes,mar,febrero,feb,f	miércoles,mié,marzo,mar,m	jueves,jue,abril,abr,a	viernes,vie,mayo,may,m	sábado,sáb,junio,jun,j	domingo,dom,julio,jul,j	lunes,lun,agosto,ago,a	martes,mar,septiembre,sep,s	miércoles,mié,octubre,oct,o	jueves,jue,noviembre,nov,n	viernes,vie,diciembre,dic,d
0x3C0C	fr-HT	lundi,lun.,janvier,janv.,j	mardi,mar.,février,févr.,f	mercredi,mer.,mars,mars,m	jeudi,jeu.,avril,avr.,a	vendredi,ven.,mai,mai,m	samedi,sam.,juin,juin,j	dimanche,dim.,juillet,juil.,j	lundi,lun.,août,août,a	mardi,mar.,septembre,sept.,s	mercredi,mer.,octobre,oct.,o	jeudi,jeu.,novembre,nov.,n	vendredi,ven.,décembre,déc.,d
0x4001	ar-QA	Monday,Mon,January,Jan,J	Tuesday,Tue,February,Feb,F	Wednesday,Wed,March,Mar,M	Thursday,Thu,April,Apr,A	Friday,Fri,May,May,M	Saturday,Sat,June,Jun,J	Sunday,Sun,July,Jul,J	Monday,Mon,August,Aug,A	Tuesday,Tue,September,Sep,S	Wednesday,Wed,October,Oct,O	Thursday,Thu,November,Nov,N	Friday,Fri,December,Dec,D
0x4009	en-IN	Monday,Mon,January,Jan,J	Tuesday,Tue,February,Feb,F	Wednesday,Wed,March,Mar,M	Thursday,Thu,April,Apr,A	Friday,Fri,May,May,M	Saturday,Sat,June,Jun,J	Sunday,Sun,July,Jul,J	Monday,Mon,August,Aug,A	Tuesday,Tue,September,Sep,S	Wednesday,Wed,October,Oct,O	Thursday,Thu,November,Nov,N	Friday,Fri,December,Dec,D
0x400A	es-BO	lunes,lun,enero,ene,e	martes,mar,febrero,feb,f	miércoles,mié,marzo,mar,m	jueves,jue,abril,abr,a	viernes,vie,mayo,may,m	sábado,sáb,junio,jun,j	domingo,dom,julio,jul,j	lunes,lun,agosto,ago,a	martes,mar,septiembre,sep,s	miércoles,mié,octubre,oct,o	jueves,jue,noviembre,nov,n	viernes,vie,diciembre,dic,d
0x4409	en-MY	Monday,Mon,January,Jan,J	Tuesday,Tue,February,Feb,F	Wednesday,Wed,March,Mar,M	Thursday,Thu,April,Apr,A	Friday,Fri,May,May,M	Saturday,Sat,June,Jun,J	Sunday,Sun,July,Jul,J	Monday,Mon,August,Aug,A	Tuesday,Tue,September,Sep,S	Wednesday,Wed,October,Oct,O	Thursday,Thu,November,Nov,N	Friday,Fri,December,Dec,D
0x440A	es-SV	lunes,lun,enero,ene,e	martes,mar,febrero,feb,f	miércoles,mié,marzo,mar,m	jueves,jue,abril,abr,a	viernes,vie,mayo,may,m	sábado,sáb,junio,jun,j	domingo,dom,julio,jul,j	lunes,lun,agosto,ago,a	martes,mar,septiembre,sep,s	miércoles,mié,octubre,oct,o	jueves,jue,noviembre,nov,n	viernes,vie,diciembre,dic,d
0x4809	en-SG	Monday,Mon,January,Jan,J	Tuesday,Tue,February,Feb,F	Wednesday,Wed,March,Mar,M	Thursday,Thu,April,Apr,A	Friday,Fri,May,May,M	Saturday,Sat,June,Jun,J	Sunday,Sun,July,Jul,J	Monday,Mon,August,Aug,A	Tuesday,Tue,September,Sep,S	Wednesday,Wed,October,Oct,O	Thursday,Thu,November,Nov,N	Friday,Fri,December,Dec,D
0x480A	es-HN	lunes,lun,enero,ene,e	martes,mar,febrero,feb,f	miércoles,mié,marzo,mar,m	jueves,jue,abril,abr,a	viernes,vie,mayo,may,m	sábado,sáb,junio,jun,j	domingo,dom,julio,jul,j	lunes,lun,agosto,ago,a	martes,mar,septiembre,sep,s	miércoles,mié,octubre,oct,o	jueves,jue,noviembre,nov,n	viernes,vie,diciembre,dic,d
0x4C09	en-AE	Monday,Mon,January,Jan,J	Tuesday,Tue,February,Feb,F	Wednesday,Wed,March,Mar,M	Thursday,Thu,April,Apr,A	Friday,Fri,May,May,M	Saturday,Sat,June,Jun,J	Sunday,Sun,July,Jul,J	Monday,Mon,August,Aug,A	Tuesday,Tue,September,Sep,S	Wednesday,Wed,October,Oct,O	Thursday,Thu,November,Nov,N	Friday,Fri,December,Dec,D
0x4C0A	es-NI	lunes,lun,enero,ene,e	martes,mar,febrero,feb,f	miércoles,mié,marzo,mar,m	jueves,jue,abril,abr,a	viernes,vie,mayo,may,m	sábado,sáb,junio,jun,j	domingo,dom,julio,jul,j	lunes,lun,agosto,ago,a	martes,mar,septiembre,sep,s	miércoles,mié,octubre,oct,o	jueves,jue,noviembre,nov,n	viernes,vie,diciembre,dic,d
0x500A	es-PR	lunes,lun,enero,ene,e	martes,mar,febrero,feb,f	miércoles,mié,marzo,mar,m	jueves,jue,abril,abr,a	viernes,vie,mayo,may,m	sábado,sáb,junio,jun,j	domingo,dom,julio,jul,j	lunes,lun,agosto,ago,a	martes,mar,septiembre,sep,s	miércoles,mié,octubre,oct,o	jueves,jue,noviembre,nov,n	viernes,vie,diciembre,dic,d
0x540A	es-US	lunes,lun,enero,ene,e	martes,mar,febrero,feb,f	miércoles,mié,marzo,mar,m	jueves,jue,abril,abr,a	viernes,vie,mayo,may,m	sábado,sáb,junio,jun,j	domingo,dom,julio,jul,j	lunes,lun,agosto,ago,a	martes,mar,septiembre,sep,s	miércoles,mié,octubre,oct,o	jueves,jue,noviembre,nov,n	viernes,vie,diciembre,dic,d
0x580A	es-419	Monday,Mon,January,Jan,J	Tuesday,Tue,February,Feb,F	Wednesday,Wed,March,Mar,M	Thursday,Thu,April,Apr,A	Friday,Fri,May,May,M	Saturday,Sat,June,Jun,J	Sunday,Sun,July,Jul,J	Monday,Mon,August,Aug,A	Tuesday,Tue,September,Sep,S	Wednesday,Wed,October,Oct,O	Thursday,Thu,November,Nov,N	Friday,Fri,December,Dec,D
0x5C0A	es-CU	Monday,Mon,January,Jan,J	Tuesday,Tue,February,Feb,F	Wednesday,Wed,March,Mar,M	Thursday,Thu,April,Apr,A	Friday,Fri,May,May,M	Saturday,Sat,June,Jun,J	Sunday,Sun,July,Jul,J	Monday,Mon,August,Aug,A	Tuesday,Tue,September,Sep,S	Wednesday,Wed,October,Oct,O	Thursday,Thu,November,Nov,N	Friday,Fri,December,Dec,D
0x641A	bs-Cyrl	понедјељак,пон,јануар,јан,ј	уторак,уто,фебруар,феб,ф	сриједа,сре,март,мар,м	четвртак,чет,април,апр,а	петак,пет,мај,мај,м	субота,суб,јун,јун,ј	недјеља,нед,јул,јул,ј	понедјељак,пон,август,авг,а	уторак,уто,септембар,сеп,с	сриједа,сре,октобар,окт,о	четвртак,чет,новембар,нов,н	петак,пет,децембар,дец,д
0x681A	bs-Latn	ponedjeljak,pon,januar,jan,j	utorak,uto,februar,feb,f	srijeda,sri,mart,mar,m	četvrtak,čet,april,apr,a	petak,pet,maj,maj,m	subota,sub,juni,jun,j	nedjelja,ned,juli,jul,j	ponedjeljak,pon,avgust,avg,a	utorak,uto,septembar,sep,s	srijeda,sri,oktobar,okt,o	četvrtak,čet,novembar,nov,n	petak,pet,decembar,dec,d
0x6C1A	sr-Cyrl	понедељак,пон,јануар,јан,ј	уторак,уто,фебруар,феб,ф	среда,сре,март,мар,м	четвртак,чет,април,апр,а	петак,пет,мај,мај,м	субота,суб,јун,јун,ј	недеља,нед,јул,јул,ј	понедељак,пон,август,авг,а	уторак,уто,септембар,сеп,с	среда,сре,октобар,окт,о	четвртак,чет,новембар,нов,н	петак,пет,децембар,дец,д
0x701A	sr-Latn	ponedeljak,pon,januar,jan,j	utorak,uto,februar,feb,f	sreda,sre,mart,mar,m	četvrtak,čet,april,apr,a	petak,pet,maj,maj,m	subota,sub,jun,jun,j	nedelja,ned,jul,jul,j	ponedeljak,pon,avgust,avg,a	utorak,uto,septembar,sep,s	sreda,sre,oktobar,okt,o	četvrtak,čet,novembar,nov,n	petak,pet,decembar,dec,d
0x703B	smn	vuossargâ,vu,uđđâivemáánu,uđiv,u	majebargâ,ma,kuovâmáánu,kuov,k	koskokko,ko,njuhčâmáánu,njuh,n	tuorâstâh,tu,cuáŋuimáánu,cuoŋ,c	vástuppeivi,vá,vyesimáánu,vyes,v	lávárdâh,lá,kesimáánu,kesi,k	pasepeivi,pa,syeinimáánu,syei,s	vuossargâ,vu,porgemáánu,porg,p	majebargâ,ma,čohčâmáánu,čoh,č	koskokko,ko,roovvâdmáánu,roov,r	tuorâstâh,tu,skammâmáánu,ska,s	vástuppeivi,vá,juovlâmáánu,juov,j
0x742C	az-Cyrl	Базар ертәси,Бе,Јанвар,Јан,Ј	Чәршәнбә ахшамы,Ча,Феврал,Фев,Ф	Чәршәнбә,Ч,Март,Мар,М	Ҹүмә ахшамы,Ҹа,Апрел,Апр,А	Ҹүмә,Ҹ,Мај,Мај,М	Шәнбә,Ш,Ијун,Ијун,И	Базар,Б,Ијул,Ијул,И	Базар ертәси,Бе,Август,Авг,А	Чәршәнбә ахшамы,Ча,Сентјабр,Сен,С	Чәршәнбә,Ч,Октјабр,Окт,О	Ҹүмә ахшамы,Ҹа,Нојабр,Ноя,Н	Ҹүмә,Ҹ,Декабр,Дек,Д
0x743B	sms	vuõssargg,vu,ođđee´jjmään,ođjm,o	mââibargg,mâ,tä´lvvmään,tä´lvv,t	seärad,se,pâ´zzlâšttammään,pâzl,p	nelljdpei´vv,ne,njuhččmään,njuh,n	piâtnâc,pi,vue´ssmään,vue,v	sue´vet,su,ǩie´ssmään,ǩie,ǩ	pâ´sspei´vv,pâ,suei´nnmään,suei,s	vuõssargg,vu,på´rǧǧmään,på´r,p	mââibargg,mâ,čõhččmään,čõh,č	seärad,se,kålggmään,kålg,k	nelljdpei´vv,ne,skamm´mään,ska,s	piâtnâc,pi,rosttovmään,rost,r
0x18007804	zh	星期一,周一,一月,一月,一	星期二,周二,二月,二月,二	星期三,周三,三月,三月,三	星期四,周四,四月,四月,四	星期五,周五,五月,五月,五	星期六,周六,六月,六月,六	星期日,周日,七月,七月,七	星期一,周一,八月,八月,八	星期二,周二,九月,九月,九	星期三,周三,十月,十月,十	星期四,周四,十一月,十一月,十	星期五,周五,十二月,十二月,十
0x7814	nn	måndag,må,januar,jan,j	tysdag,ty,februar,feb,f	onsdag,on,mars,mar,m	torsdag,to,april,apr,a	fredag,fr,mai,mai,m	laurdag,la,juni,jun,j	søndag,sø,juli,jul,j	måndag,må,august,aug,a	tysdag,ty,september,sep,s	onsdag,on,oktober,okt,o	torsdag,to,november,nov,n	fredag,fr,desember,des,d
0x781A	bs	ponedjeljak,pon,januar,jan,j	utorak,uto,februar,feb,f	srijeda,sri,mart,mar,m	četvrtak,čet,april,apr,a	petak,pet,maj,maj,m	subota,sub,juni,jun,j	nedjelja,ned,juli,jul,j	ponedjeljak,pon,avgust,avg,a	utorak,uto,septembar,sep,s	srijeda,sri,oktobar,okt,o	četvrtak,čet,novembar,nov,n	petak,pet,decembar,dec,d
0x782C	az-Latn	Bazar ertəsi,Be,Yanvar,Yan,Y	Çərşənbə axşamı,Ça,Fevral,Fev,F	Çərşənbə,Ç,Mart,Mar,M	Cümə axşamı,Ca,Aprel,Apr,A	Cümə,C,May,May,M	Şənbə,Ş,İyun,İyun,İ	Bazar,B,İyul,İyul,İ	Bazar ertəsi,Be,Avgust,Avg,A	Çərşənbə axşamı,Ça,Sentyabr,Sen,S	Çərşənbə,Ç,Oktyabr,Okt,O	Cümə axşamı,Ca,Noyabr,Noy,N	Cümə,C,Dekabr,Dek,D
0x783B	sma	måanta,måa,tsïengele,tsïen,t	dæjsta,dæj,goevte,goevt,g	gaskevåhkoe,gask,njoktje,njok,n	duarsta,duar,voerhtje,voer,v	bearjadahke,bearj,suehpede,sueh,s	laavvardahke,laav,ruffie,ruff,r	aejlege,aej,snjaltje,snja,s	måanta,måa,mïetske,mïet,m	dæjsta,dæj,skïerede,skïer,s	gaskevåhkoe,gask,golke,golk,g	duarsta,duar,rahka,rahk,r	bearjadahke,bearj,goeve,goev,g
0x7843	uz-Cyrl	душанба,дш,Январ,Янв,Я	сешанба,сш,Феврал,Фев,Ф	чоршанба,чш,Март,Мар,М	пайшанба,пш,Апрел,Апр,А	жума,ж,Май,Май,М	шанба,ш,Июн,Июн,И	якшанба,якш,Июл,Июл,И	душанба,дш,Август,Авг,А	сешанба,сш,Сентябр,Сен,С	чоршанба,чш,Октябр,Окт,О	пайшанба,пш,Ноябр,Ноя,Н	жума,ж,Декабр,Дек,Д
0x13007850	mn-Cyrl	Даваа,Да,1 дүгээр сар,I,1	Мягмар,Мя,2 дугаар сар,II,2	Лхагва,Лх,3 дугаар сар,III,3	Пүрэв,Пү,4 дүгээр сар,IV,4	Баасан,Ба,5 дугаар сар,V,5	Бямба,Бя,6 дугаар сар,VI,6	Ням,Ня,7 дугаар сар,VII,7	Даваа,Да,8 дугаар сар,VIII,8	Мягмар,Мя,9 дүгээр сар,IX,9	Лхагва,Лх,10 дугаар сар,X,1	Пүрэв,Пү,11 дүгээр сар,XI,1	Баасан,Ба,12 дугаар сар,XII,1
0x785D	iu-Cans	ᓇᒡᒐᔾᔭᐅ,ᓇᒡᒐ,ᔮᓐᓄᐊᕆ,ᔮᓐᓄ,ᔮ	ᐊᐃᑉᐱᖅ,ᐊᐃᑉᐱ,ᕖᕝᕗᐊᕆ,ᕖᕝᕗ,ᕖ	ᐱᖓᑦᓯᖅ,ᐱᖓᑦᓯ,ᒫᑦᓯ,ᒫᑦᓯ,ᒫ	ᓯᑕᒻᒥᖅ,ᓯᑕ,ᐄᐳᕆ,ᐄᐳᕆ,ᐄ	ᑕᓪᓕᕐᒥᖅ,ᑕᓪᓕ,ᒪᐃ,ᒪᐃ,ᒪ	ᓯᕙᑖᕐᕕᒃ,ᓯᕙᑖᕐᕕᒃ,ᔫᓂ,ᔫᓂ,ᔫ	ᓈᑦᑏᖑᔭ,ᓈᑦᑏ,ᔪᓚᐃ,ᔪᓚᐃ,ᔪ	ᓇᒡᒐᔾᔭᐅ,ᓇᒡᒐ,ᐋᒡᒌᓯ,ᐋᒡᒌ,ᐋ	ᐊᐃᑉᐱᖅ,ᐊᐃᑉᐱ,ᓯᑎᐱᕆ,ᓯᑎᐱ,ᓯ	ᐱᖓᑦᓯᖅ,ᐱᖓᑦᓯ,ᐅᑐᐱᕆ,ᐅᑐᐱ,ᐅ	ᓯᑕᒻᒥᖅ,ᓯᑕ,ᓄᕕᐱᕆ,ᓄᕕᐱ,ᓄ	ᑕᓪᓕᕐᒥᖅ,ᑕᓪᓕ,ᑎᓯᐱᕆ,ᑎᓯᐱ,ᑎ
0x785F	tzm-Tfng	Monday,Mon,January,Jan,J	Tuesday,Tue,February,Feb,F	Wednesday,Wed,March,Mar,M	Thursday,Thu,April,Apr,A	Friday,Fri,May,May,M	Saturday,Sat,June,Jun,J	Sunday,Sun,July,Jul,J	Monday,Mon,August,Aug,A	Tuesday,Tue,September,Sep,S	Wednesday,Wed,October,Oct,O	Thursday,Thu,November,Nov,N	Friday,Fri,December,Dec,D
0x18007C04	zh-Hant	星期一,週一,一月,一月,一	星期二,週二,二月,二月,二	星期三,週三,三月,三月,三	星期四,週四,四月,四月,四	星期五,週五,五月,五月,五	星期六,週六,六月,六月,六	星期日,週日,七月,七月,七	星期一,週一,八月,八月,八	星期二,週二,九月,九月,九	星期三,週三,十月,十月,十	星期四,週四,十一月,十一月,十	星期五,週五,十二月,十二月,十
0x7C14	nb	mandag,ma,januar,jan,j	tirsdag,ti,februar,feb,f	onsdag,on,mars,mar,m	torsdag,to,april,apr,a	fredag,fr,mai,mai,m	lørdag,lø,juni,jun,j	søndag,sø,juli,jul,j	mandag,ma,august,aug,a	tirsdag,ti,september,sep,s	onsdag,on,oktober,okt,o	torsdag,to,november,nov,n	fredag,fr,desember,des,d
0x7C1A	sr	ponedeljak,pon,januar,jan,j	utorak,uto,februar,feb,f	sreda,sre,mart,mar,m	četvrtak,čet,april,apr,a	petak,pet,maj,maj,m	subota,sub,jun,jun,j	nedelja,ned,jul,jul,j	ponedeljak,pon,avgust,avg,a	utorak,uto,septembar,sep,s	sreda,sre,oktobar,okt,o	četvrtak,čet,novembar,nov,n	petak,pet,decembar,dec,d
0x7C28	tg-Cyrl	Душанбе,Дш,Январ,Янв,Я	Сешанбе,Сш,Феврал,Фев,Ф	Чоршанбе,Чш,Март,Мар,М	Панҷшанбе,Пш,Апрел,Апр,А	Ҷумъа,Ҷм,Май,Май,М	Шанбе,Шн,Июн,Июн,И	Яш,Яш,Июл,Июл,И	Душанбе,Дш,Август,Авг,А	Сешанбе,Сш,Сентябр,Сен,С	Чоршанбе,Чш,Октябр,Окт,О	Панҷшанбе,Пш,Ноябр,Ноя,Н	Ҷумъа,Ҷм,Декабр,Дек,Д
0x7C2E	dsb	ponjeźele,pon,januar,jan,j	wałtora,wał,februar,feb,f	srjoda,srj,měrc,měr,m	stwortk,stw,apryl,apr,a	pětk,pět,maj,maj,m	sobota,sob,junij,jun,j	njeźela,nje,julij,jul,j	ponjeźele,pon,awgust,awg,a	wałtora,wał,september,sep,s	srjoda,srj,oktober,okt,o	stwortk,stw,nowember,now,n	pětk,pět,december,dec,d
0x7C3B	smj	mánnodahka,mán,ådåjakmánno,ådåj,å	dijstahka,dis,guovvamánno,guov,g	gasskavahkko,gas,sjnjuktjamánno,snju,s	duorastahka,duor,vuoratjismánno,vuor,v	bierjjedahka,bier,moarmesmánno,moar,m	lávvodahka,láv,biehtsemánno,bieh,b	ájllek,ájl,sjnjilltjamánno,snji,s	mánnodahka,mán,bårggemánno,bårg,b	dijstahka,dis,ragátmánno,ragá,r	gasskavahkko,gas,gålgådismánno,gålg,g	duorastahka,duor,basádismánno,basá,b	bierjjedahka,bier,javllamánno,javl,j
0x7C43	uz-Latn	dushanba,dsh.,yanvar,yanvar,y	seshanba,sesh.,fevral,fevral,f	chorshanba,chr.,mart,mart,m	payshanba,psh.,aprel,aprel,a	juma,jm.,may,may,m	shanba,sh.,iyun,iyun,i	yakshanba,yak.,iyul,iyul,i	dushanba,dsh.,avgust,avgust,a	seshanba,sesh.,sentyabr,sentyabr,s	chorshanba,chr.,oktyabr,oktyabr,o	payshanba,psh.,noyabr,noyabr,n	juma,jm.,dekabr,dekabr,d
0x7C46	pa-Arab	Monday,Mon,January,Jan,J	Tuesday,Tue,February,Feb,F	Wednesday,Wed,March,Mar,M	Thursday,Thu,April,Apr,A	Friday,Fri,May,May,M	Saturday,Sat,June,Jun,J	Sunday,Sun,July,Jul,J	Monday,Mon,August,Aug,A	Tuesday,Tue,September,Sep,S	Wednesday,Wed,October,Oct,O	Thursday,Thu,November,Nov,N	Friday,Fri,December,Dec,D
0x13007C50	mn-Mong	ᠭᠠᠷᠠᠭ ᠤᠨ ᠨᠢᠭᠡᠨ,ᠭᠠᠷᠠᠭ ᠤᠨ ᠨᠢᠭᠡᠨ,ᠨᠢᠭᠡᠳᠦᠭᠡᠷ ᠰᠠᠷ᠎ᠠ,ᠨᠢᠭᠡᠳᠦᠭᠡᠷ ᠰᠠᠷ᠎ᠠ,ᠨ	ᠭᠠᠷᠠᠭ ᠤᠨ ᠬᠣᠶᠠᠷ,ᠭᠠᠷᠠᠭ ᠤᠨ ᠬᠣᠶᠠᠷ,ᠬᠤᠶ᠋ᠠᠳᠤᠭᠠᠷ ᠰᠠᠷ᠎ᠠ,ᠬᠤᠶ᠋ᠠᠳᠤᠭᠠᠷ ᠰᠠᠷ᠎ᠠ,ᠬ	ᠭᠠᠷᠠᠭ ᠤᠨ ᠭᠤᠷᠪᠠᠨ,ᠭᠠᠷᠠᠭ ᠤᠨ ᠭᠤᠷᠪᠠᠨ,ᠭᠤᠷᠪᠠᠳᠤᠭᠠᠷ ᠰᠠᠷ᠎ᠠ,ᠭᠤᠷᠪᠠᠳᠤᠭᠠᠷ ᠰᠠᠷ᠎ᠠ,ᠭ	ᠭᠠᠷᠠᠭ ᠤᠨ ᠳᠥᠷᠪᠡᠨ,ᠭᠠᠷᠠᠭ ᠤᠨ ᠳᠥᠷᠪᠡᠨ,ᠲᠦᠷᠪᠡᠳᠦᠭᠡᠷ ᠰᠠᠷ᠎ᠠ,ᠲᠦᠷᠪᠡᠳᠦᠭᠡᠷ ᠰᠠᠷ᠎ᠠ,ᠲ	ᠭᠠᠷᠠᠭ ᠤᠨ ᠲᠠᠪᠤᠨ,ᠭᠠᠷᠠᠭ ᠤᠨ ᠲᠠᠪᠤᠨ,ᠲᠠᠪᠤᠳᠤᠭᠠᠷ ᠰᠠᠷ᠎ᠠ,ᠲᠠᠪᠤᠳᠤᠭᠠᠷ ᠰᠠᠷ᠎ᠠ,ᠲ	ᠭᠠᠷᠠᠭ ᠤᠨ ᠵᠢᠷᠭᠤᠭᠠᠨ,ᠭᠠᠷᠠᠭ ᠤᠨ ᠵᠢᠷᠭᠤᠭᠠᠨ,ᠵᠢᠷᠭᠤᠳᠤᠭᠠᠷ ᠰᠠᠷ᠎ᠠ,ᠵᠢᠷᠭᠤᠳᠤᠭᠠᠷ ᠰᠠᠷ᠎ᠠ,ᠵ	ᠭᠠᠷᠠᠭ ᠤᠨ ᠡᠳᠦᠷ,ᠭᠠᠷᠠᠭ ᠤᠨ ᠡᠳᠦᠷ,ᠲᠤᠯᠤᠳᠤᠭᠠᠷ ᠰᠠᠷ᠎ᠠ,ᠲᠤᠯᠤᠳᠤᠭᠠᠷ ᠰᠠᠷ᠎ᠠ,ᠲ	ᠭᠠᠷᠠᠭ ᠤᠨ ᠨᠢᠭᠡᠨ,ᠭᠠᠷᠠᠭ ᠤᠨ ᠨᠢᠭᠡᠨ,ᠨᠠᠢᠮᠠᠳᠤᠭᠠᠷ ᠰᠠᠷ᠎ᠠ,ᠨᠠᠢᠮᠠᠳᠤᠭᠠᠷ ᠰᠠᠷ᠎ᠠ,ᠨ	ᠭᠠᠷᠠᠭ ᠤᠨ ᠬᠣᠶᠠᠷ,ᠭᠠᠷᠠᠭ ᠤᠨ ᠬᠣᠶᠠᠷ,ᠶᠢᠰᠦᠳᠦᠭᠡᠷ ᠰᠠᠷ᠎ᠠ,ᠶᠢᠰᠦᠳᠦᠭᠡᠷ ᠰᠠᠷ᠎ᠠ,ᠶ	ᠭᠠᠷᠠᠭ ᠤᠨ ᠭᠤᠷᠪᠠᠨ,ᠭᠠᠷᠠᠭ ᠤᠨ ᠭᠤᠷᠪᠠᠨ,ᠠᠷᠪᠠᠳᠤᠭᠠᠷ ᠰᠠᠷ᠎ᠠ,ᠠᠷᠪᠠᠳᠤᠭᠠᠷ ᠰᠠᠷ᠎ᠠ,ᠠ	ᠭᠠᠷᠠᠭ ᠤᠨ ᠳᠥᠷᠪᠡᠨ,ᠭᠠᠷᠠᠭ ᠤᠨ ᠳᠥᠷᠪᠡᠨ,ᠠᠷᠪᠠᠨ ᠨᠢᠭᠡᠳᠦᠭᠡᠷ ᠰᠠᠷ᠎ᠠ,ᠠᠷᠪᠠᠨ ᠨᠢᠭᠡᠳᠦᠭᠡᠷ ᠰᠠᠷ᠎ᠠ,ᠠ	ᠭᠠᠷᠠᠭ ᠤᠨ ᠲᠠᠪᠤᠨ,ᠭᠠᠷᠠᠭ ᠤᠨ ᠲᠠᠪᠤᠨ,ᠠᠷᠪᠠᠨ ᠬᠤᠶ᠋ᠠᠳᠤᠭᠠᠷ ᠰᠠᠷ᠎ᠠ,ᠠᠷᠪᠠᠨ ᠬᠤᠶ᠋ᠠᠳᠤᠭᠠᠷ ᠰᠠᠷ᠎ᠠ,ᠠ
0x7C59	sd-Arab	Monday,Mon,January,Jan,J	Tuesday,Tue,February,Feb,F	Wednesday,Wed,March,Mar,M	Thursday,Thu,April,Apr,A	Friday,Fri,May,May,M	Saturday,Sat,June,Jun,J	Sunday,Sun,July,Jul,J	Monday,Mon,August,Aug,A	Tuesday,Tue,September,Sep,S	Wednesday,Wed,October,Oct,O	Thursday,Thu,November,Nov,N	Friday,Fri,December,Dec,D
0x7C5C	chr-Cher	Monday,Mon,January,Jan,J	Tuesday,Tue,February,Feb,F	Wednesday,Wed,March,Mar,M	Thursday,Thu,April,Apr,A	Friday,Fri,May,May,M	Saturday,Sat,June,Jun,J	Sunday,Sun,July,Jul,J	Monday,Mon,August,Aug,A	Tuesday,Tue,September,Sep,S	Wednesday,Wed,October,Oct,O	Thursday,Thu,November,Nov,N	Friday,Fri,December,Dec,D
